,source,target,weight,rank_count
80,astronomer,linguist,-0.11081001969797828,11.0
81,astronomer,logician,-0.13360202969866417,13.0
82,astronomer,mathematician,0.8761222122023059,2.0
83,astronomer,meteorologist,0.7744101928145735,5.0
84,astronomer,musicologist,0.7996701221712245,4.0
85,astronomer,pharmacologist,-0.48930364545479654,21.0
86,astronomer,philosopher,0.42833899992413343,8.0
87,astronomer,physicist,0.8351745379168068,3.0
88,astronomer,political scientist,-0.38057614228286324,17.0
89,astronomer,sociologist,-0.38822377349520915,18.0
90,astronomer,theologian,-0.0614719141700157,10.0
91,astronomer,zoologist,-0.4922124244361696,22.0
92,botanist,anatomist,0.6274531945285958,4.0
93,botanist,anthropologist,-0.3621817373846652,13.0
94,botanist,archeologist,-0.2943353313355585,12.0
95,botanist,astronomer,-0.5464545477694798,19.0
96,botanist,botanist,1.0,1.0
97,botanist,chemist,-0.06421486095837353,10.0
98,botanist,economist,-0.004659843606683913,7.0
99,botanist,epidemiologist,0.5287552055190411,5.0
100,botanist,geographer,-0.4971432109309226,17.0
101,botanist,geologist,-0.03286938101271776,8.0
102,botanist,historian,-0.14535781828585156,11.0
103,botanist,linguist,-0.4143866207900587,14.0
104,botanist,logician,-0.43577686046374436,15.0
105,botanist,mathematician,-0.7073687274491026,22.0
106,botanist,meteorologist,-0.5987835979402528,21.0
107,botanist,musicologist,-0.5850815332774295,20.0
108,botanist,pharmacologist,0.9476325443392705,2.0
109,botanist,philosopher,-0.8314966792175745,23.0
110,botanist,physicist,-0.43855370588773496,16.0
111,botanist,political scientist,-0.04264762146066242,9.0
112,botanist,sociologist,0.046248318674399165,6.0
113,botanist,theologian,-0.5448845958515434,18.0
114,botanist,zoologist,0.8250947381207858,3.0
115,chemist,anatomist,-0.04601272348171483,12.0
116,chemist,anthropologist,-0.4421217968463752,21.0
117,chemist,archeologist,-0.5031412825292045,22.0
118,chemist,astronomer,0.6297297799943042,3.0
119,chemist,botanist,-0.06421486095837353,13.0
120,chemist,chemist,1.0,1.0
121,chemist,economist,-0.21975411005230294,15.0
122,chemist,epidemiologist,0.12410204469042918,8.0
123,chemist,geographer,0.08544168922713338,9.0
124,chemist,geologist,0.258057323218707,7.0
125,chemist,historian,-0.653221258144481,23.0
126,chemist,linguist,-0.3518183993869615,18.0
127,chemist,logician,-0.36379029423531456,19.0
128,chemist,mathematician,0.4827018416652241,4.0
129,chemist,meteorologist,0.45731194823102117,5.0
130,chemist,musicologist,0.44293350030203305,6.0
131,chemist,pharmacologist,0.025779469790316076,11.0
132,chemist,philosopher,0.08018520476998098,10.0
133,chemist,physicist,0.6446020770340933,2.0
134,chemist,political scientist,-0.3989305832683447,20.0
135,chemist,sociologist,-0.3011846267232935,16.0
136,chemist,theologian,-0.3501966861419675,17.0
137,chemist,zoologist,-0.09614309322008215,14.0
138,economist,anatomist,-0.04934593099012528,11.0
139,economist,anthropologist,0.07534580539127957,5.0
140,economist,archeologist,0.06020457071784939,6.0
141,economist,astronomer,-0.2873261891028452,21.0
142,economist,botanist,-0.004659843606683913,9.0
143,economist,chemist,-0.21975411005230294,19.0
144,economist,economist,1.0,1.0
145,economist,epidemiologist,-0.24103666561848033,20.0
146,economist,geographer,-0.07639752404951147,12.0
147,economist,geologist,-0.3446890560682619,22.0
148,economist,historian,0.250171642740942,3.0
149,economist,linguist,-0.1633572080816648,17.0
150,economist,logician,-0.0822937532035777,13.0
151,economist,mathematician,-0.2084426225088021,18.0
152,economist,meteorologist,-0.1093683634233613,14.0
153,economist,musicologist,-0.1203427525912854,16.0
154,economist,pharmacologist,0.040557687052554615,8.0
155,economist,philosopher,0.058603515248333425,7.0
156,economist,physicist,-0.36336458805937766,23.0
157,economist,political scientist,-0.11123087557085931,15.0
158,economist,sociologist,0.7985747193828808,2.0
159,economist,theologian,-0.04253928578958866,10.0
160,economist,zoologist,0.09943102917576153,4.0
161,epidemiologist,anatomist,0.3543921674835775,5.0
162,epidemiologist,anthropologist,-0.32409070039474375,19.0
163,epidemiologist,archeologist,-0.2820993188874533,15.0
164,epidemiologist,astronomer,-0.1608437063477105,10.0
165,epidemiologist,botanist,0.5287552055190411,2.0
166,epidemiologist,chemist,0.12410204469042918,6.0
167,epidemiologist,economist,-0.24103666561848033,11.0
168,epidemiologist,epidemiologist,1.0,1.0
169,epidemiologist,geographer,-0.3617216984312212,21.0
170,epidemiologist,geologist,0.02070243586746252,7.0
171,epidemiologist,historian,-0.3292683604123794,20.0
172,epidemiologist,linguist,-0.31964137607617754,18.0
173,epidemiologist,logician,-0.2708256921581742,14.0
174,epidemiologist,mathematician,-0.252841145677585,12.0
175,epidemiologist,meteorologist,-0.2621395072455109,13.0
176,epidemiologist,musicologist,-0.31058688778107085,17.0
177,epidemiologist,pharmacologist,0.48161794743875397,3.0
178,epidemiologist,philosopher,-0.5636653670179075,23.0
179,epidemiologist,physicist,0.003309496269561757,8.0
180,epidemiologist,political scientist,-0.012456661567197921,9.0
181,epidemiologist,sociologist,-0.2940055488627029,16.0
182,epidemiologist,theologian,-0.4137279376282405,22.0
183,epidemiologist,zoologist,0.3711825674710388,4.0
184,geographer,anatomist,-0.3772816074794376,20.0
185,geographer,anthropologist,0.2520276498332483,8.0
186,geographer,archeologist,0.14572578058845034,9.0
187,geographer,astronomer,0.5342761373387614,2.0
188,geographer,botanist,-0.4971432109309226,22.0
189,geographer,chemist,0.08544168922713338,12.0
190,geographer,economist,-0.07639752404951147,16.0
191,geographer,epidemiologist,-0.3617216984312212,19.0
192,geographer,geographer,1.0,1.0
193,geographer,geologist,0.13918588035546636,10.0
194,geographer,historian,0.06253696142851985,13.0
195,geographer,linguist,-0.07377486945595778,15.0
196,geographer,logician,-0.07273918303364713,14.0
197,geographer,mathematician,0.4928850000985949,3.0
198,geographer,meteorologist,0.4522854885786419,4.0
199,geographer,musicologist,0.44224031681244463,5.0
200,geographer,pharmacologist,-0.5087229681889035,23.0
201,geographer,philosopher,0.36752066754036944,6.0
202,geographer,physicist,0.3073319724165725,7.0
203,geographer,political scientist,-0.1461132763622194,18.0
204,geographer,sociologist,-0.14512729316800557,17.0
205,geographer,theologian,0.09810782744247067,11.0
206,geographer,zoologist,-0.4373891772298632,21.0
207,geologist,anatomist,0.012514572996646456,10.0
208,geologist,anthropologist,-0.1442085921891301,16.0
209,geologist,archeologist,-0.14939603062983506,17.0
210,geologist,astronomer,0.3047134139500694,3.0
211,geologist,botanist,-0.03286938101271776,11.0
212,geologist,chemist,0.258057323218707,4.0
213,geologist,economist,-0.3446890560682619,22.0
214,geologist,epidemiologist,0.02070243586746252,9.0
215,geologist,geographer,0.13918588035546636,6.0
216,geologist,geologist,1.0,1.0
217,geologist,historian,-0.257923718690075,21.0
218,geologist,linguist,-0.1310061472418081,15.0
219,geologist,logician,-0.1859398238288312,19.0
220,geologist,mathematician,0.22043237429763252,5.0
221,geologist,meteorologist,0.1350899238105026,7.0
222,geologist,musicologist,0.07362675586261859,8.0
223,geologist,pharmacologist,-0.05984175893926222,12.0
224,geologist,philosopher,-0.08060560182967193,13.0
225,geologist,physicist,0.34794963959675707,2.0
226,geologist,political scientist,-0.16241635509034733,18.0
227,geologist,sociologist,-0.3786197599627137,23.0
228,geologist,theologian,-0.20512126582678258,20.0
229,geologist,zoologist,-0.09020859953369786,14.0
230,historian,anatomist,-0.15405427667947616,13.0
231,historian,anthropologist,0.7534078176465335,3.0
232,historian,archeologist,0.8041476871452461,2.0
233,historian,astronomer,-0.4413122142661747,21.0
234,historian,botanist,-0.14535781828585156,12.0
235,historian,chemist,-0.653221258144481,23.0
236,historian,economist,0.250171642740942,9.0
237,historian,epidemiologist,-0.3292683604123794,17.0
238,historian,geographer,0.06253696142851985,11.0
239,historian,geologist,-0.257923718690075,16.0
240,historian,historian,1.0,1.0
241,historian,linguist,0.306463103474728,8.0
242,historian,logician,0.37803105607663967,6.0
243,historian,mathematician,-0.32935292075667144,18.0
244,historian,meteorologist,-0.4034057489711803,20.0
245,historian,musicologist,-0.36126386478925354,19.0
246,historian,pharmacologist,-0.20618393015917813,15.0
247,historian,philosopher,0.10320824869373398,10.0
248,historian,physicist,-0.543392277224267,22.0
249,historian,political scientist,0.3945574839051098,5.0
250,historian,sociologist,0.3210034190014294,7.0
251,historian,theologian,0.47502057106427137,4.0
252,historian,zoologist,-0.16206952611759148,14.0
253,linguist,anatomist,-0.32618421058891156,19.0
254,linguist,anthropologist,0.16989820189452534,8.0
255,linguist,archeologist,0.2768632721870256,7.0
256,linguist,astronomer,-0.11081001969797828,14.0
257,linguist,botanist,-0.4143866207900587,22.0
258,linguist,chemist,-0.3518183993869615,20.0
259,linguist,economist,-0.1633572080816648,17.0
260,linguist,epidemiologist,-0.31964137607617754,18.0
261,linguist,geographer,-0.07377486945595778,12.0
262,linguist,geologist,-0.1310061472418081,16.0
263,linguist,historian,0.306463103474728,6.0
264,linguist,linguist,1.0,1.0
265,linguist,logician,0.8465818634040899,2.0
266,linguist,mathematician,0.03864796637164718,9.0
267,linguist,meteorologist,-0.03828985647127303,11.0
268,linguist,musicologist,-0.029824661193401453,10.0
269,linguist,pharmacologist,-0.4258678664949159,23.0
270,linguist,philosopher,0.4556228962897959,4.0
271,linguist,physicist,-0.10186292060826925,13.0
272,linguist,political scientist,0.4422849467895025,5.0
273,linguist,sociologist,-0.11512726585426039,15.0
274,linguist,theologian,0.6687436095122382,3.0
275,linguist,zoologist,-0.3956696242730998,21.0
276,logician,anatomist,-0.3242108460370367,19.0
277,logician,anthropologist,0.22579989950596246,8.0
278,logician,archeologist,0.34769733160007,7.0
279,logician,astronomer,-0.13360202969866417,16.0
280,logician,botanist,-0.43577686046374436,21.0
281,logician,chemist,-0.36379029423531456,20.0
282,logician,economist,-0.0822937532035777,13.0
283,logician,epidemiologist,-0.2708256921581742,18.0
284,logician,geographer,-0.07273918303364713,11.0
285,logician,geologist,-0.1859398238288312,17.0
286,logician,historian,0.37803105607663967,6.0
287,logician,linguist,0.8465818634040899,2.0
288,logician,logician,1.0,1.0
289,logician,mathematician,0.02282563990839096,9.0
290,logician,meteorologist,-0.06069858142586344,10.0
291,logician,musicologist,-0.08096632037976512,12.0
292,logician,pharmacologist,-0.44720741947557785,22.0
293,logician,philosopher,0.4616820174212725,4.0
294,logician,physicist,-0.11878863139386367,15.0
295,logician,political scientist,0.4216640673103953,5.0
296,logician,sociologist,-0.11540266120754897,14.0
297,logician,theologian,0.8084229324100073,3.0
298,logician,zoologist,-0.44899902195983743,23.0
299,mathematician,anatomist,-0.45758028710397836,20.0
300,mathematician,anthropologist,-0.06035983168236529,13.0
301,mathematician,archeologist,-0.14960751441436848,14.0
302,mathematician,astronomer,0.8761222122023059,2.0
303,mathematician,botanist,-0.7073687274491026,23.0
304,mathematician,chemist,0.4827018416652241,8.0
305,mathematician,economist,-0.2084426225088021,15.0
306,mathematician,epidemiologist,-0.252841145677585,16.0
307,mathematician,geographer,0.4928850000985949,7.0
308,mathematician,geologist,0.22043237429763252,9.0
309,mathematician,historian,-0.32935292075667144,19.0
310,mathematician,linguist,0.03864796637164718,11.0
311,mathematician,logician,0.02282563990839096,12.0
312,mathematician,mathematician,1.0,1.0
313,mathematician,meteorologist,0.8436670088665201,3.0
314,mathematician,musicologist,0.8087266472891232,5.0
315,mathematician,pharmacologist,-0.6525715637618239,22.0
316,mathematician,philosopher,0.5873389370851071,6.0
317,mathematician,physicist,0.8108896873202233,4.0
318,mathematician,political scientist,-0.26092166706949227,17.0
319,mathematician,sociologist,-0.30798746936295673,18.0
320,mathematician,theologian,0.10779424830684851,10.0
321,mathematician,zoologist,-0.6111798097061136,21.0
322,meteorologist,anatomist,-0.45478727866642804,20.0
323,meteorologist,anthropologist,-0.09259240155849327,13.0
324,meteorologist,archeologist,-0.24031525524075265,16.0
325,meteorologist,astronomer,0.7744101928145735,3.0
326,meteorologist,botanist,-0.5987835979402528,23.0
327,meteorologist,chemist,0.45731194823102117,7.0
328,meteorologist,economist,-0.1093683634233613,14.0
329,meteorologist,epidemiologist,-0.2621395072455109,17.0
330,meteorologist,geographer,0.4522854885786419,8.0
331,meteorologist,geologist,0.1350899238105026,9.0
332,meteorologist,historian,-0.4034057489711803,19.0
333,meteorologist,linguist,-0.03828985647127303,11.0
334,meteorologist,logician,-0.06069858142586344,12.0
335,meteorologist,mathematician,0.8436670088665201,2.0
336,meteorologist,meteorologist,1.0,1.0
337,meteorologist,musicologist,0.7188837166531123,4.0
338,meteorologist,pharmacologist,-0.5293761700445967,22.0
339,meteorologist,philosopher,0.5002637728961304,6.0
340,meteorologist,physicist,0.6999212807860695,5.0
341,meteorologist,political scientist,-0.3260221725497612,18.0
342,meteorologist,sociologist,-0.2164925492176677,15.0
343,meteorologist,theologian,-0.0029498040787857525,10.0
344,meteorologist,zoologist,-0.46212059567784375,21.0
345,musicologist,anatomist,-0.3998494575376831,20.0
346,musicologist,anthropologist,-0.08097146094553569,13.0
347,musicologist,archeologist,-0.22344769097177714,16.0
348,musicologist,astronomer,0.7996701221712245,3.0
349,musicologist,botanist,-0.5850815332774295,23.0
350,musicologist,chemist,0.44293350030203305,7.0
351,musicologist,economist,-0.1203427525912854,14.0
352,musicologist,epidemiologist,-0.31058688778107085,17.0
353,musicologist,geographer,0.44224031681244463,8.0
354,musicologist,geologist,0.07362675586261859,9.0
355,musicologist,historian,-0.36126386478925354,18.0
356,musicologist,linguist,-0.029824661193401453,11.0
357,musicologist,logician,-0.08096632037976512,12.0
358,musicologist,mathematician,0.8087266472891232,2.0
359,musicologist,meteorologist,0.7188837166531123,4.0
360,musicologist,musicologist,1.0,1.0
361,musicologist,pharmacologist,-0.5200085848897061,22.0
362,musicologist,philosopher,0.563566215175523,6.0
363,musicologist,physicist,0.6616978130023352,5.0
364,musicologist,political scientist,-0.3626342742166574,19.0
365,musicologist,sociologist,-0.1763909139494182,15.0
366,musicologist,theologian,-0.02404830179012994,10.0
367,musicologist,zoologist,-0.4357930514169259,21.0
368,pharmacologist,anatomist,0.5860177631382066,4.0
369,pharmacologist,anthropologist,-0.3985586194753442,14.0
370,pharmacologist,archeologist,-0.34869704481030256,12.0
371,pharmacologist,astronomer,-0.48930364545479654,17.0
372,pharmacologist,botanist,0.9476325443392705,2.0
373,pharmacologist,chemist,0.025779469790316076,8.0
374,pharmacologist,economist,0.040557687052554615,7.0
375,pharmacologist,epidemiologist,0.48161794743875397,5.0
376,pharmacologist,geographer,-0.5087229681889035,18.0
377,pharmacologist,geologist,-0.05984175893926222,9.0
378,pharmacologist,historian,-0.20618393015917813,11.0
379,pharmacologist,linguist,-0.4258678664949159,15.0
380,pharmacologist,logician,-0.44720741947557785,16.0
381,pharmacologist,mathematician,-0.6525715637618239,22.0
382,pharmacologist,meteorologist,-0.5293761700445967,20.0
383,pharmacologist,musicologist,-0.5200085848897061,19.0
384,pharmacologist,pharmacologist,1.0,1.0
385,pharmacologist,philosopher,-0.793291503647692,23.0
386,pharmacologist,physicist,-0.3784651202488337,13.0
387,pharmacologist,political scientist,-0.07437314008332502,10.0
388,pharmacologist,sociologist,0.09400138212399511,6.0
389,pharmacologist,theologian,-0.5425157424512317,21.0
390,pharmacologist,zoologist,0.7929040477485847,3.0
391,philosopher,anatomist,-0.47762833228480345,19.0
392,philosopher,anthropologist,0.23218509808205698,11.0
393,philosopher,archeologist,0.19399586225164123,12.0
394,philosopher,astronomer,0.42833899992413343,8.0
395,philosopher,botanist,-0.8314966792175745,23.0
396,philosopher,chemist,0.08018520476998098,15.0
397,philosopher,economist,0.058603515248333425,16.0
398,philosopher,epidemiologist,-0.5636653670179075,20.0
399,philosopher,geographer,0.36752066754036944,9.0
400,philosopher,geologist,-0.08060560182967193,18.0
401,philosopher,historian,0.10320824869373398,14.0
402,philosopher,linguist,0.4556228962897959,7.0
403,philosopher,logician,0.4616820174212725,6.0
404,philosopher,mathematician,0.5873389370851071,2.0
405,philosopher,meteorologist,0.5002637728961304,5.0
406,philosopher,musicologist,0.563566215175523,3.0
407,philosopher,pharmacologist,-0.793291503647692,22.0
408,philosopher,philosopher,1.0,1.0
409,philosopher,physicist,0.3390524783121664,10.0
410,philosopher,political scientist,0.11563095941998316,13.0
411,philosopher,sociologist,-0.0006318434388125804,17.0
412,philosopher,theologian,0.5378466644890917,4.0
413,philosopher,zoologist,-0.6940355549240064,21.0
414,physicist,anatomist,-0.2725367085082544,15.0
415,physicist,anthropologist,-0.2639269845234974,14.0
416,physicist,archeologist,-0.3365978527800729,17.0
417,physicist,astronomer,0.8351745379168068,2.0
418,physicist,botanist,-0.43855370588773496,21.0
419,physicist,chemist,0.6446020770340933,6.0
420,physicist,economist,-0.36336458805937766,18.0
421,physicist,epidemiologist,0.003309496269561757,10.0
422,physicist,geographer,0.3073319724165725,9.0
423,physicist,geologist,0.34794963959675707,7.0
424,physicist,historian,-0.543392277224267,23.0
425,physicist,linguist,-0.10186292060826925,12.0
426,physicist,logician,-0.11878863139386367,13.0
427,physicist,mathematician,0.8108896873202233,3.0
428,physicist,meteorologist,0.6999212807860695,4.0
429,physicist,musicologist,0.6616978130023352,5.0
430,physicist,pharmacologist,-0.3784651202488337,19.0
431,physicist,philosopher,0.3390524783121664,8.0
432,physicist,physicist,1.0,1.0
433,physicist,political scientist,-0.3270180906486783,16.0
434,physicist,sociologist,-0.4336896254862734,20.0
435,physicist,theologian,-0.06962749652389233,11.0
436,physicist,zoologist,-0.440814444585981,22.0
437,political scientist,anatomist,-0.028032364271677494,10.0
438,political scientist,anthropologist,0.21791700744150477,7.0
439,political scientist,archeologist,0.27754812035819737,6.0
440,political scientist,astronomer,-0.38057614228286324,22.0
441,political scientist,botanist,-0.04264762146066242,11.0
442,political scientist,chemist,-0.3989305832683447,23.0
443,political scientist,economist,-0.11123087557085931,14.0
444,political scientist,epidemiologist,-0.012456661567197921,9.0
445,political scientist,geographer,-0.1461132763622194,15.0
446,political scientist,geologist,-0.16241635509034733,16.0
447,political scientist,historian,0.3945574839051098,5.0
448,political scientist,linguist,0.4422849467895025,2.0
449,political scientist,logician,0.4216640673103953,4.0
450,political scientist,mathematician,-0.26092166706949227,18.0
451,political scientist,meteorologist,-0.3260221725497612,19.0
452,political scientist,musicologist,-0.3626342742166574,21.0
453,political scientist,pharmacologist,-0.07437314008332502,12.0
454,political scientist,philosopher,0.11563095941998316,8.0
455,political scientist,physicist,-0.3270180906486783,20.0
456,political scientist,political scientist,1.0,1.0
457,political scientist,sociologist,-0.10271618398081137,13.0
458,political scientist,theologian,0.42840554569469413,3.0
459,political scientist,zoologist,-0.17361981866579546,17.0
460,sociologist,anatomist,0.0525467887188441,8.0
461,sociologist,anthropologist,0.1456002793246058,5.0
462,sociologist,archeologist,0.1144786112426097,6.0
463,sociologist,astronomer,-0.38822377349520915,22.0
464,sociologist,botanist,0.046248318674399165,9.0
465,sociologist,chemist,-0.3011846267232935,19.0
466,sociologist,economist,0.7985747193828808,2.0
467,sociologist,epidemiologist,-0.2940055488627029,18.0
468,sociologist,geographer,-0.14512729316800557,15.0
469,sociologist,geologist,-0.3786197599627137,21.0
470,sociologist,historian,0.3210034190014294,3.0
471,sociologist,linguist,-0.11512726585426039,13.0
472,sociologist,logician,-0.11540266120754897,14.0
473,sociologist,mathematician,-0.30798746936295673,20.0
474,sociologist,meteorologist,-0.2164925492176677,17.0
475,sociologist,musicologist,-0.1763909139494182,16.0
476,sociologist,pharmacologist,0.09400138212399511,7.0
477,sociologist,philosopher,-0.0006318434388125804,10.0
478,sociologist,physicist,-0.4336896254862734,23.0
479,sociologist,political scientist,-0.10271618398081137,12.0
480,sociologist,sociologist,1.0,1.0
481,sociologist,theologian,-0.07343322754238843,11.0
482,sociologist,zoologist,0.17131831605557532,4.0
483,theologian,anatomist,-0.3980761761949841,19.0
484,theologian,anthropologist,0.40836770976616843,8.0
485,theologian,archeologist,0.49089379634961255,5.0
486,theologian,astronomer,-0.0614719141700157,14.0
487,theologian,botanist,-0.5448845958515434,23.0
488,theologian,chemist,-0.3501966861419675,18.0
489,theologian,economist,-0.04253928578958866,13.0
490,theologian,epidemiologist,-0.4137279376282405,20.0
491,theologian,geographer,0.09810782744247067,10.0
492,theologian,geologist,-0.20512126582678258,17.0
493,theologian,historian,0.47502057106427137,6.0
494,theologian,linguist,0.6687436095122382,3.0
495,theologian,logician,0.8084229324100073,2.0
496,theologian,mathematician,0.10779424830684851,9.0
497,theologian,meteorologist,-0.0029498040787857525,11.0
498,theologian,musicologist,-0.02404830179012994,12.0
499,theologian,pharmacologist,-0.5425157424512317,22.0
500,theologian,philosopher,0.5378466644890917,4.0
501,theologian,physicist,-0.06962749652389233,15.0
502,theologian,political scientist,0.42840554569469413,7.0
503,theologian,sociologist,-0.07343322754238843,16.0
504,theologian,theologian,1.0,1.0
505,theologian,zoologist,-0.5080190992226538,21.0
506,zoologist,anatomist,0.5255802901940428,4.0
507,zoologist,anthropologist,-0.34157799823234586,13.0
508,zoologist,archeologist,-0.2922324963914365,12.0
509,zoologist,astronomer,-0.4922124244361696,20.0
510,zoologist,botanist,0.8250947381207858,2.0
511,zoologist,chemist,-0.09614309322008215,9.0
512,zoologist,economist,0.09943102917576153,7.0
513,zoologist,epidemiologist,0.3711825674710388,5.0
514,zoologist,geographer,-0.4373891772298632,16.0
515,zoologist,geologist,-0.09020859953369786,8.0
516,zoologist,historian,-0.16206952611759148,10.0
517,zoologist,linguist,-0.3956696242730998,14.0
518,zoologist,logician,-0.44899902195983743,18.0
519,zoologist,mathematician,-0.6111798097061136,22.0
520,zoologist,meteorologist,-0.46212059567784375,19.0
521,zoologist,musicologist,-0.4357930514169259,15.0
522,zoologist,pharmacologist,0.7929040477485847,3.0
523,zoologist,philosopher,-0.6940355549240064,23.0
524,zoologist,physicist,-0.440814444585981,17.0
525,zoologist,political scientist,-0.17361981866579546,11.0
526,zoologist,sociologist,0.17131831605557532,6.0
527,zoologist,theologian,-0.5080190992226538,21.0
528,zoologist,zoologist,1.0,1.0
